perf_counter,0.00030274599999999957,0.00024178700000000025
perf_counter_ns,311537,197649
process_time,0.0004959999999999964,0.00038799999999999946
process_time_ns,564000,412000
time,0.00047898292541503906,0.0002377033233642578
time_ns,414000,222000
monotonic,0.0003102400000000033,0.00019952399999999954
monotonic_ns,646787,303325
perf_counter,0.00019645399999995705,0.00011622099999997193
perf_counter_ns,164692,665700
process_time,0.0002859999999999946,0.0001979999999999968
process_time_ns,276000,194000
time,0.00015401840209960938,0.00011801719665527344
time_ns,993000,128000
monotonic,0.00015714300000002623,0.00011379999999999724
monotonic_ns,154101,109729
perf_counter,0.00019661599999999668,0.00013379099999999422
perf_counter_ns,170685,640077
process_time,0.00032400000000000484,0.00019399999999999973
process_time_ns,312000,214000
time,0.00016999244689941406,0.00011801719665527344
time_ns,198000,141000
monotonic,0.00017005600000000176,0.00013083299999999687
monotonic_ns,169080,128052
perf_counter,0.00028903300000000104,0.00014433900000000027
perf_counter_ns,252959,140220
process_time,0.0003459999999999991,0.00031599999999999684
process_time_ns,400000,244000
time,0.00019097328186035156,0.0001361370086669922
time_ns,189000,137000
monotonic,0.0001902709999999988,0.00013753899999999902
monotonic_ns,308510,143232
perf_counter,0.0002645050000000017,0.00011893900000000193
perf_counter_ns,164444,130138
process_time,0.00032000000000000084,0.0002360000000000001
process_time_ns,314000,238000
time,0.0001862049102783203,0.00011229515075683594
time_ns,173000,108000
monotonic,0.0003405809999999995,0.00012373499999999982
monotonic_ns,173923,109484
perf_counter,0.0002038710000000013,0.00013849900000000026
perf_counter_ns,179374,107324
process_time,0.00036599999999999827,0.00022799999999999904
process_time_ns,318000,272000
time,0.00018095970153808594,0.0008318424224853516
time_ns,183000,117000
monotonic,0.0001719220000000049,0.00011699200000000326
monotonic_ns,437347,119105
perf_counter,0.0001798470000000038,0.00011605099999999896
perf_counter_ns,157427,160879
process_time,0.00037000000000000227,0.00020799999999999985
process_time_ns,284000,206000
time,0.00015497207641601562,0.00011324882507324219
time_ns,157000,127000
monotonic,0.0002904999999999991,0.00011748900000000534
monotonic_ns,157299,110913
perf_counter,0.000219804000000004,0.0001413140000000035
perf_counter_ns,181009,116529
process_time,0.0006060000000000024,0.00021999999999999797
process_time_ns,294000,418000
time,0.00030517578125,0.00011992454528808594
time_ns,162000,133000
monotonic,0.000311346000000004,0.00021909900000000038
monotonic_ns,254230,203135
